Bases loaded: CBASE=e660, FBASE=ee60, BBASE=fc60, DPBASE=fd04
Port write 0d (read block), value (00) PC=fcf6, AF=0044, BC=ff46, DE=0000 SP=eee9 HL=0001
Port write 0c (set dma), value (00) PC=fcf2, AF=0044, BC=0080, DE=0000 SP=eeeb HL=0001
Port write 0a (set track), value (00) PC=fcea, AF=0040, BC=0000, DE=0000 SP=eee7 HL=0000
Port write 10 (sector translate), value (00) PC=fd02, AF=0044, BC=0002, DE=0000 SP=eee9 HL=0000
Port write 0b (set sector), value (00) PC=fcee, AF=0044, BC=0002, DE=0000 SP=eeeb HL=0002
Port write 0c (set dma), value (00) PC=fcf2, AF=0044, BC=ff46, DE=0000 SP=eeeb HL=0002
Port write 0d (read block), value (00) PC=fcf6, AF=0044, BC=ff46, DE=0000 SP=eee9 HL=0002
Port write 0c (set dma), value (00) PC=fcf2, AF=0044, BC=0080, DE=0000 SP=eeeb HL=0002
Port write 0c (set dma), value (00) PC=fcf2, AF=00a8, BC=0100, DE=0100 SP=eef7 HL=f693
Port write 0a (set track), value (00) PC=fcea, AF=0040, BC=0006, DE=0006 SP=eef1 HL=0006
Port write 10 (sector translate), value (00) PC=fd02, AF=0044, BC=0040, DE=0000 SP=eef3 HL=0006
Port write 0b (set sector), value (00) PC=fcee, AF=0044, BC=0040, DE=0000 SP=eef5 HL=0040
Port write 0d (read block), value (00) PC=fcf6, AF=0044, BC=0040, DE=0000 SP=eef3 HL=0040
Port write 0c (set dma), value (80) PC=fcf2, AF=80a8, BC=0180, DE=0180 SP=eef7 HL=f693
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=000d, DE=000d SP=eee9 HL=f0c4
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=000d, DE=000d SP=eeed HL=f0c4
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=000a, DE=000a SP=eee9 HL=f0c4
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=000a, DE=000a SP=eeed HL=f0c4
Port write 0c (set dma), value (80) PC=fcf2, AF=80a8, BC=0080, DE=0080 SP=eef7 HL=f693
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=00c9, DE=0030 SP=eee7 HL=f135
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=00c9, DE=0030 SP=eeeb HL=f135
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=0031 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=0031 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=0032 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=0032 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=0033 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=0033 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=0034 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=0034 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=0035 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=0035 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=0036 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=0036 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=0037 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=0037 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=0038 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=0038 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=0039 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=0039 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=003a SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=003a SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=003b SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=003b SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=003c SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=003c SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=003d SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=003d SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=003e SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=003e SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=003f SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=003f SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=0040 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=0040 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0060, DE=0041 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0060, DE=0041 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=00e6, DE=0042 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=00e6, DE=0042 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0060, DE=0043 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0060, DE=0043 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=00ee, DE=0044 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=00ee, DE=0044 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0060, DE=0045 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0060, DE=0045 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=00fc, DE=0046 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=00fc, DE=0046 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0004, DE=0047 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0004, DE=0047 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=00fd, DE=0048 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=00fd, DE=0048 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=0049 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=0049 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=004a SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=004a SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=004b SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=004b SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=004c SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=004c SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=004d SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=004d SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=004e SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=004e SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=004f SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=004f SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=0050 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=0050 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=0051 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=0051 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=0052 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=0052 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=0053 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=0053 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=0054 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=0054 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=0055 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=0055 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=0056 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=0056 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=0057 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=0057 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=0058 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=0058 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=0059 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=0059 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=005a SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=005a SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=005b SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=005b SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=005c SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=005c SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=005d SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=005d SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0020, DE=005e SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0020, DE=005e SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0020, DE=005f SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0020, DE=005f SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0020, DE=0060 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0020, DE=0060 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0020, DE=0061 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0020, DE=0061 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0020, DE=0062 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0020, DE=0062 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0020, DE=0063 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0020, DE=0063 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0020, DE=0064 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0020, DE=0064 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0020, DE=0065 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0020, DE=0065 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0020, DE=0066 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0020, DE=0066 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0020, DE=0067 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0020, DE=0067 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0020, DE=0068 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0020, DE=0068 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=0069 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=0069 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=006a SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=006a SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=006b SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=006b SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=006c SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=006c SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=006d SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=006d SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0020, DE=006e SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0020, DE=006e SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0020, DE=006f SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0020, DE=006f SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0020, DE=0070 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0020, DE=0070 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0020, DE=0071 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0020, DE=0071 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0020, DE=0072 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0020, DE=0072 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0020, DE=0073 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0020, DE=0073 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0020, DE=0074 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0020, DE=0074 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0020, DE=0075 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0020, DE=0075 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0020, DE=0076 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0020, DE=0076 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0020, DE=0077 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0020, DE=0077 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0020, DE=0078 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0020, DE=0078 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=0079 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=0079 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=007a SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=007a SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=007b SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=007b SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=007c SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=007c SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=007d SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=007d SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=007e SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=007e SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=007f SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=007f SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=0080 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=0080 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=0081 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=0081 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=0082 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=0082 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0054, DE=0083 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0054, DE=0083 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0041, DE=0084 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0041, DE=0084 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0054, DE=0085 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0054, DE=0085 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0034, DE=0086 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0034, DE=0086 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0020, DE=0087 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0020, DE=0087 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0020, DE=0088 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0020, DE=0088 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0020, DE=0089 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0020, DE=0089 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0043, DE=008a SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0043, DE=008a SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=004f, DE=008b SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=004f, DE=008b SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=004d, DE=008c SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=004d, DE=008c SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=008d SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=008d SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=008e SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=008e SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=008f SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=008f SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0038, DE=0090 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0038, DE=0090 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0049, DE=0091 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0049, DE=0091 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=0092 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=0092 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=004a, DE=0093 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=004a, DE=0093 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=0094 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=0094 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=004b, DE=0095 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=004b, DE=0095 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=0096 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=0096 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=004c, DE=0097 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=004c, DE=0097 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=0098 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=0098 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=0099 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=0099 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=009a SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=009a SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=009b SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=009b SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=009c SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=009c SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=009d SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=009d SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=009e SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=009e SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=009f SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=009f SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0000, DE=00a0 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0000, DE=00a0 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=00e5, DE=00a1 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=00e5, DE=00a1 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0050, DE=00a2 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0050, DE=00a2 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0041, DE=00a3 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0041, DE=00a3 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0044, DE=00a4 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0044, DE=00a4 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0044, DE=00a5 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0044, DE=00a5 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0049, DE=00a6 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0049, DE=00a6 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=004e, DE=00a7 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=004e, DE=00a7 SP=eeeb HL=ee86
Port write 02 (console status), value (01) PC=fcca, AF=0144, BC=0047, DE=00a8 SP=eee7 HL=ee86
Port write 04 (console output), value (00) PC=fcd2, AF=0054, BC=0047, DE=00a8 SP=eeeb HL=ee86
